urn	text
urn:cts:greekLit:tlg5026.msA.normed:24.D3.lemma	ωμηστηισιν επι χθυσι κηρα φερουσα:
urn:cts:greekLit:tlg5026.msA.normed:24.D3.comment	ενιαι των κατα πολεις επι χθυσι πημα φερουσα ατοπον γαρ επ ιχθυων κηρα λεγειν ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.D4.lemma	ωμηστησιν:
urn:cts:greekLit:tlg5026.msA.normed:24.D4.comment	ως ορχηστησιν προειρηται δε ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.D5.lemma	ειαθ' ο μηγερεεσ:
urn:cts:greekLit:tlg5026.msA.normed:24.D5.comment	αριστοφανης το ειατο δασεως. αρισταρχος ψιλοι:προ ειπομεν δε περι της λεξεως ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.D6.lemma	φθισεσθ' εν τροιη:
urn:cts:greekLit:tlg5026.msA.normed:24.D6.comment	αθετειται οτι περισσος εστι το γαρ οι εστιν αυτω και το εμελλεν αντι του εωκει ομηρος ουχι τη θετιδι εμελλεν εν τροια φθισεσθαι ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.D7.lemma	τουδ' ουτι μελαντερον επλετο εσθος:
urn:cts:greekLit:tlg5026.msA.normed:24.D7.comment	ψιλως το εσθος και εσθης ου μονον δια την συναλιφην αλλα και αλογον: ημεις προ ειπομεν ανασκευασαντες τους υπο των προ εμου ειρημενους τα γαρ φωνηεντα ψιλουσθαι θελει επιφερομενου του ς μετα δασεος , οσφυς οσφραινεσθαι : ασφοδελος ασφαραγος . ασχαλλω . οσχεος : ισχω ισχου : ασθενης εσθλος ασθμα εσθω ουτως αρα και εσθος και εσθης ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.D8.lemma	ακτην δ' εισ αναβασαι:
urn:cts:greekLit:tlg5026.msA.normed:24.D8.comment	προσ τα περι του ολυμπου ουρανον γαρ νυν ειπων υποβας φησιν ηλυθες ουλυμπον δε , παρ οσον επουνια τινα μερη εστι του ολυμπου υπερ ταν εφη διηκοντα ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.D9.lemma	η δ' αρα παρ' διι :
urn:cts:greekLit:tlg5026.msA.normed:24.D9.comment	προς την καθεδραν αθηνας και ηρας οτι εκατερωθεν του διος : και οταν λεγη αι δοιαι διος αμφις το αυτο σημαινει διος εκατερωθεν ουχ ως τινες δεχονται χωρις, αλλα μονον καθ εαυτας εχουσαι τας γνωμας ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.D10.lemma	ηλυθες ουλυμπον δε:
urn:cts:greekLit:tlg5026.msA.normed:24.D10.comment	οτι ανω ειπεν εις ουρανον αιχθητην. νυν δε εις ολυμπον παραγεγονεναι. αι γαρ κορυφαι του ολυμπου επουρανιοι ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X1.lemma	εκτορος αμφι νεκυι·
urn:cts:greekLit:tlg5026.msA.normed:24.X1.comment	οτι ουτως λεγει εκτορος νεκυι ουχ εκτορα · και αλλαχου οισεμεναι νεκρον ελπηνορα ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X2.lemma	κλεψαι δ' οτρυνεσκον
urn:cts:greekLit:tlg5026.msA.normed:24.X2.comment	οτι εντευθεν γεγονεν η προδιασκευη αλλ' ητοι κλεψαι μεν εασομεν . η δε μασσαλιωτικη οτρυνουσιν ουτως και η χια⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X3.lemma	αυταρ εγω τοδε.
urn:cts:greekLit:tlg5026.msA.normed:24.X3.comment	οτι προιαπτω αρισταρχος και ταυτον εστι τω προιαλλω ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X4.lemma	αχιλληι προτιαπτω:
urn:cts:greekLit:tlg5026.msA.normed:24.X4.comment	απολλοδωρος και αρηταδης και νεοτελης και διονυσιος ο θραξ δια του τ την προθεσιν γραφουσι και διασυνουσι το α ινα η προσαπτω ανατιθημι· οι δε χωρις του τ εγραψαν και εψιλωσαν το α ινα ταυτον υπαρχη τω προιαλλω οιον διδωμι προσπενδω· ουτως δε και ζηνοδοτος και αρισταρχος εν τοις προς κομανον ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X5.lemma	βη δε κατ ουλυμποιο
urn:cts:greekLit:tlg5026.msA.normed:24.X5.comment	οτι παλιν εξ ολυμπου λεγει κατιεναι ανω δε ουρανον αιχθητην ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X6.lemma	εσσυμενως επενοντο:
urn:cts:greekLit:tlg5026.msA.normed:24.X6.comment	οτι απαξ νυν εν ιλιαδι και απαξ εν οδυσσεια . τοαριστον εντυνον το αριστον · εστι δε το πρωινον εμβρωμα τρεις γαρ τροφας ελαμβανον οι ηρωες⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X7.lemma	σην εν δε κραδιην:
urn:cts:greekLit:tlg5026.msA.normed:24.X7.comment	βραχυ διασταλτεον μετα το κραδιην · πυθαγορας παραινει καρδιαν μη εσθιειν ως εστιν αλυπον και αταραχον διαγειν τον ανθρωπον .⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X8.lemma	ουτ' ευνης· αγαθον δε
urn:cts:greekLit:tlg5026.msA.normed:24.X8.comment	αθετουνται στιχοι γ οτι απρεπες μητερα υιω λεγειν· αγαθον εστι γυναικι μισγεσθαι ετι δε και απαντων ασυμφορωτατον εστι και μαλιστα τοις εις πολεμον εξιουσι χρεια γαρ ευτονιας και πνευματος και το λεγειν οτι αθανατος σου εγγυς εστιν ακαιρον· διεσκευακε δε τις αυτους, οιηθεις αποκρεμασθαι. ουδε τι σιτου · πληρες δε εστι· σην εδεαι κραδιην ουδε το τυχον σιτου μεμνημενος⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X9.lemma	σκυζεσθαι σοι φησι θεους
urn:cts:greekLit:tlg5026.msA.normed:24.X9.comment	ουτως ειπεν αντι του εαυτον εε . η διπλη, καλλιστρατος ουν και αρισταρχος δασυνουσι το πρωτον ε της αντωνυμιας τω δε τονω ως εμε ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X10.lemma	αγγειλον πριαμω
urn:cts:greekLit:tlg5026.msA.normed:24.X10.comment	οτι τοπικως αντι της προθεσεως θελει γαρ ειπειν εις ιλιον ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.X11.lemma	νεκρον αγοι προτι αστυ:
urn:cts:greekLit:tlg5026.msA.normed:24.X11.comment	οτι ουτως ειρηκε νεκρον ον εκτανε αντι του ον κτεινας νεκρον εποιησεν ως επι του ελκος αναψυχοντα το μιν βαλε πανδαρος ιω ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.1.lemma	εντυπας εν χλαινη:
urn:cts:greekLit:tlg5026.msA.normed:24.1.comment	οτι εν ισω τω εντυπωδιω ωστε δια του ιματιου του σωματος τον τυπον φαινεσθαι ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.2.lemma	εντυπας εν χλαινη:
urn:cts:greekLit:tlg5026.msA.normed:24.2.comment	ουτω φησιν αυτον κεκαλυφθαι τη χλανιδι εντετυπωμενιοις τοις ιματιοις ολον το σωμα ωστε μονον των μελων τυπων φαινεσθαι⁑
urn:cts:greekLit:tlg5026.msA.normed:24.3.lemma	κοπρος εην κεφαλη τε:
urn:cts:greekLit:tlg5026.msA.normed:24.3.comment	οτι το τοιο ουκ εστιν αγαθου ως οι γλωσσογραφοι αλλα θαυμαστικως τοιουτου και οτι κοπρος τα κοπρια ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.4.lemma	ου μεν γαρ τοι εγω
urn:cts:greekLit:tlg5026.msA.normed:24.4.comment	οτι απο των οσσων προορωμενη και το τοδε τοπικως αντι του ενταυθα ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.5.lemma	ος σευ ανευθεν εων
urn:cts:greekLit:tlg5026.msA.normed:24.5.comment	οτι ενταυθα υγιως λεγεται εκει δε κακως υπο του ονειρου προς τον αγαμεμνονα ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.6.lemma	πολλα κεχανδει·
urn:cts:greekLit:tlg5026.msA.normed:24.6.comment	ουτως αρισταρχος κεχανδη δια του η αντι του κεχανδε η δε μασσαλιωτικη πολλα κεκευθει ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.7.lemma	εκλ’ επ ανθρωπους ·
urn:cts:greekLit:tlg5026.msA.normed:24.7.comment	την κλε συλλαβην οξυτονει ο ασκαλωνιτης , ηγουμενος το πληρες ειναι εκλεου . ουκ εστι δε αλλ' εκλεεο τετρασυλλαβως και δηλον οτι ειτε συγκεκοπται η οξεια ειτε η βαρεια η μετα την οξειαν οφειλει παλιν τριτη απο τελους η οξεια φυλαττεσθαι· ουδε γαρ χαρακτηρ κωλυει. το μεντοι συ δ’ αιδε και μ' ελεησον και τα τοιαυτα πρωτης οντα συζυγιας των περισπωμενων αλλης αναλογιας εχεται ως εν ετεροις ειρηται ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.8.lemma	υιεας εξεναριξε:
urn:cts:greekLit:tlg5026.msA.normed:24.8.comment	οτι υποτασσουσι στιχον ως ελλειποντος του λογου. αθανατοι ποιησαν ολυμπια δωματ' εχοντες . πλειων δε εστιν εμφασις μη προσκειμενου αυτου ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.9.lemma	ει γαρ σ' αιρησει
urn:cts:greekLit:tlg5026.msA.normed:24.9.comment	το εξης εστιν ει γαρ σ' αιρησει ου σ ελεησει τα δε αλλα δια μεσου ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.10.lemma	ουδε τις αιδεσεται
urn:cts:greekLit:tlg5026.msA.normed:24.10.comment	οτι αντι του προσδεξεται ως ικετην μη μιν εγω μεν ικωμαι ιων ους ετι μ’ αχιλλευς ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.11.lemma	γεινομενω επενησε λινω·
urn:cts:greekLit:tlg5026.msA.normed:24.11.comment	οτι ενταυθα καλως κειται επι δε αχιλλεως εν τη υ ουκετι ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.12.lemma	τοτ' αντιτα:
urn:cts:greekLit:tlg5026.msA.normed:24.12.comment	απολλοδωρος και καλλιστρατος τιτα ωστε τρια ειναι επιρρημα το τοτε και συνδεσμον τον αν και ονομα το τιτα · ο δε ασκαλωνιτης αντιτα παραλαμβανει μεταλαμβανων εις το αντεκτιτα · ουτω και οι πλειους ομοιως τω ατιτα εχεται μεν ουν η κατα συνθεσιν αναγνωσις εμφασεως. και μαλλον του νοητου· μελλησει δε λειπειν το αν εν τη συνταξει επιζητουντος του γενοιτο · ευκτικου το τοιουτο παραφυλακτεον δε οτι και συλλαβη λειπει η τι του εντελους οντος αντιτητα ⁑ .
urn:cts:greekLit:tlg5026.msA.normed:24.13.lemma	επει ου ε
urn:cts:greekLit:tlg5026.msA.normed:24.13.comment	ουτως επει ου ε επει ουκ αυτον αι δε κοιναι επει ου τι ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.14.lemma	αλλα προ τρωων ·
urn:cts:greekLit:tlg5026.msA.normed:24.14.comment	προς τους γραφοντας εσπετε νυν μοι μουσαι ολυμπιαδες βαθυκολποι οτι επι βαρβαρων το επιθετον τιθησιν ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.15.lemma	η οι μαντιες εισι θυοσκοοι:
urn:cts:greekLit:tlg5026.msA.normed:24.15.comment	και ενταυθα αξιουσι τινες διαστελλειν μετα το εισι ως και εν τη α ραψωδια το γενος φησι προειπων επιφερει το ειδος· αλλ' αγε δη τινα μαντιν ερειομεν δοκει δε μοι ενθαδε μη επειγειν επει ενδεχεται το δευτερον του πρωτου επιθετον ειναι, μαντεις θυται και αλλως των ιερεων ετεροι νοουνται θυοσκοοι μεν οι δια των επιθυομενων μαντευομενοι οι εμπυροσκοποι καλουσι δε αυτους· λιβανομαντης ιερεις δε οι δια των σπλαγχνων μαντευομενοι· τα μεν γαρ θυμιαματα θυη καλειται· τα δε σπλαγχνα ιερα κοινον δε εστι το μαντις ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.16.lemma	ψευδος κεν φαιμεν:
urn:cts:greekLit:tlg5026.msA.normed:24.16.comment	οτι ενταυθα αρμοζοντως λεγεται ο στιχος υπο δε νεστορος εν τη β ουκετι ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.17.lemma	νυν δ' αυτος γαρ:
urn:cts:greekLit:tlg5026.msA.normed:24.17.comment	βραχυ διασταλτεον μετα τον δε το γαρ εξης νυν δε ειμι ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.18.lemma	ει δε μοι αισα ⁑
urn:cts:greekLit:tlg5026.msA.normed:24.18.comment	η υποστιγμη αμφιβολος ητοι γαρ μετα το αισα ινα λειπη το εστιν η μετα το χαλκοχιτωνων ινα κοινη το τεθναμεναι και κατα των εξης ⁑
